Emotion,Text
anger,"A friend visited and made comments that my house/garden were not as neat/tidy as in the past. I'd not seen her a year - She implied I'd gone to the pack (I'd only been working full time, and taking 3 University exams part time)."
disgust,"People who came to our home - and requested ""Put out your smoke"". That we should not smoke in our house... and asked not even politely. It disgusted me because I think people need to adapt to the situation."
fear,"A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room ""I blew it"" -  I was so nervous I couldn't reply easily - It was very important, but I got only blankness."
guilt,"Not attending school, when  am not sick - but in need of mental rest. Staff on your return query your ""sickness"" - it is easier in N.Z. to be sick, rather than confide other personal reasons etc."
joy,"When I meet old past pupils of mine - and find they are all doing well - I feel joy. Yesterday I met a young woman (20 yrs) I'd taught her at 6 yrs, then at 12 yrs and hadn't seen her for last 3-4 yrs; she was no longer a waitress but a meter maid for Council."
sadness,When my father a 4th/5th generation colonial (from Eng.) attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me.
shame,"Put down by my father - at a family outing at mutual family friends dinner. Told ""Not to Speak"". The attitude by him was negative/I was in mid 20s, I had done many things - a wide range of experiences. Probably greater than he."
anger,A shop in Downtown wouldn't accept my Visa Card - before December last year.
disgust,A sour looking man was beating his thin dog in Remuera.
fear,A truck (big one) nearly mowed me off the road (I was driving a small Lazer).
guilt,When I accepted a lunch invitation from a past male friend.
joy,My 3 children - each top his class in the final exams 1984.
sadness,"My dog of 16 and 1/2 years - ""Lord Grey"" died in his sleep - His death caused me more and deeper sadness than I thought."
shame,I told Mr Winter of Downtown Fashion to go to - when he did not accept my Visa !
anger,When my husband got picked up in our new car for drunken driving. We had made a pact the other would not drink and so therefore would be the driver for the evening etc. I was not present at the time.
disgust,When the N.Z. rugby union announced that they would proceed with a rugby tour of South Africa.
fear,When my mother entered surgery for a quadruple heart bypass. I felt intense fear at the time she was actually wheeled away.
guilt,When I made an excuse to get out of participating in an important family occasion that I should not have missed.
joy,When my daughter was born.
sadness,When my grandmother died very suddenly without warning.
shame,When I was unable to respond to a welcome in my indigenous language of Maori at an important function where I was the only woman in the group and it was expected of me.
anger,"My partner without discussing with me the situation decided it was time for us to have a break and went ahead and arranged his own life for the next 6-12 months, then told me the day before it was about to happen having been tolerant and friendly for the preceding week."
disgust,"I was looking after a dying patient at work one night, a young woman, my colleague was talking to her relatives and .... to offer them any support emotionally, physically and then sent them down to the coffee shop to have a dinner rather than offering the facilities available for their use cause it involved her having to do some work. Seeing them again I felt disgusted at her attitude."
fear,"I caught a huge eel on a fishing line which I had pulled into the boat. I cut the line and threw the whole lot back into the water. Later that day and about ten miles away I went swimming and someone made the comment wondering how far eels could swim, I abruptly ended swimming for fear at an unseen eel for a few days until we had left the district."
guilt,"I was involved in a ... attempt on a man I had developed a close warming relationship with. Although I knew I had done everything I could and that his progress of a ""normal"" life was poor I felt guilty as if I could have done more."
joy,"Being reunited with my family after not having seen them for 5 years, at the airport. Sheer elation at getting through the ""paper work"" collecting bags and the anticipation of coming through the customs gate."
sadness,"I had been living in an overseas city and made the decision to leave the city and come home about 12 months before I met a whole new set of friends, leaving them at the airport was sad and traumatic as they had helped me in many ways and I knew I wouldn't see many of them again."
shame,"I put on a lot of weight in a few months and every time I met someone I knew would avoid them, usually by hiding because my self image was low and I was ashamed of what I had done to myself."
anger,"When my mother decided to clean out my room and throw out what she thought was junk, without my knowing about it, so I returned home to find half my stuff gone."
disgust,I was disgusted with a friend's behaviour when she got absolutely drunk so that she vomitted all over my house.
fear,"When I was ringing up a guy who was my teen idol, and was in Auckland. I was really scared, I didn't know what to say or do."
guilt,"I felt guilty after getting really angry with a friend and having an argument. I was being stubborn and proud, and selfish, because my friend let me down, through no fault of her own."
joy,For the first time in my life telling someone I loved them.
sadness,When I couldn't find my dog which was missing.
shame,"I was taking place in an anti nuclear protest and was shouting protest loudly to some American sailors of the U.S. Texas submarine. A guy came up to me and said that's your brother screaming at, I felt shame and I realized screaming at another person isn't good protesting. Now I'm a silent protester."
anger,This situation keeps occurring - when my little sister disagrees with me or vice-versa. We have very similar temperaments and I always end up feeling angry at her and myself for fighting so much over unimportant trivial matters.
disgust,"A gathering of a social sports club at which they proceeded to show pornographic videos and then afterwards (when most people had had quite a bit to drink) carried on in a very degrading, unmoral manner - especially females exposing and flaunting themselves with no shame or embarassment."
fear,After I had managed to fail my first year at University I was scared as to what I was going to do with my future. I didn't want a mundane 9-5 job and yet I didn't know if I could pay my way through an unsubsidized year at university to settle down and continue my studies.
guilt,"This feeling of guilt really applies to moral/religious views. I (being Catholic) went against what I was brought up to believe in and had a sexual relationship with my boyfriend. Many months later, when I was doing some deeper self analysis I began to feel guilty and realized that I had gone against what I wanted for myself and my future."
joy,"When I met my boyfriend and we discovered that we shared the same ideals and goals in life, and that we could share all our feelings and thoughts and felt that the world's not so bad when you have someone really close to share your life with."
sadness,"When my grandmother, who has been living with us for 14 years, had a stroke and was left paralysed on one side. She has been quite close to our family and to see her suffer in this way makes me feel really sad."
shame,"Like guilt - the most ashamed I have ever felt was when I began to feel guilty about having sex with my boyfriend when it was only ""the thing to do"", and not really an act of love."
anger,Because I am the Captain of a basketball team I usually organise a roster system so that everyone in the team can have a turn at doing either a duty or a ref. A lot of the time the girls can't be bothered or just forget - I usually have to fill in.
disgust,A friend of mine goes out with this guy. She sleeps with him but is quite happy for him to play around - as well as herself.
fear,My mother did not come home till late at night (Ages ago). Anyway if I don't know where my parents are and when they'll be back I start thinking that perhaps they have had an accident and are perhaps dead.
guilt,I did not attend a social studies observation class for 1 whole week (I am a student trainee teacher). Anyway the other teachers thought this was okay because the teacher I was supposed to observe was not well liked. The teacher was in fact really nice to me - but I wanted to get out of teaching a hard topic he had given me.
joy,My mother along with some of my friends gave me a surprise birthday party - they invited a large number of my friends along too.
sadness,So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home - especially my family - forever.
shame,NO RESPONSE.
anger,When my boyfriend wouldn't dance with me on my graduation night because he thought I could dance with my friends who were friendly.
disgust,My brother gave me a beating because he could not beat me verbally.
fear,When I was in a car with my parents and friends and we had to back up (reverse) pass a river which when I recall it (I was only about 5 yrs) seemed we were going to fall in and drown.
guilt,When I had to go to reconciliation before converting to Catholicism but then once received - o.k.
joy,Passing my pharmacy exams which meant my tertiary education for pharmacy completed.
sadness,When my sister (really my niece) died of cancer at the age of 2 yrs after I took her to the doctor at the age of 1 and he diagnosed it.
shame,I found I was pregnant and unmarried.
anger,Never really had the experience just yet - N/A.
disgust,I'm very disgusted when I see people abusing their body with drugs and alcohol. They take advantage of these things usually for an excuse for the fantasies which they like and so they do things stupidly and unjustly.
fear,"I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly."
guilt,This I experienced when going around with more than one girl.
joy,Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries.
sadness,"This occurred when my girlfriend and I have to finish our relationship due to some circumstances between her and her family. I was really sad, hurt and couldn't really find any reason why am I still living. Is this life is all about ? This was one of few question which crept up vividly every time I thought about what had happened."
shame,NO RESPONSE.
anger,When present boyfriend's mother approached my parents and self - to leave her son alone - as she did not want me for a future daughter-in-law.
disgust,"Disgusted with boyfriend's mother - her overpowering, over-protecting and selfish attitudes."
fear,Had fear of losing husband.
guilt,When I had to lie about my age to be accepted as a member of a group.
joy,"Letting Jesus take control of my emotions i.e., ill feeling."
sadness,When boyfriend could not stand up to his mother or for himself.
shame,When ditched - divorced by husband.
anger,(1) My father died. (2) My natural father contacted me a year after my father died and this angered me more as I thought he should be dead and not my father.
disgust,A child told me she had been sexually abused by her step-father. I only knew the child and had not come into contact with either parent. I tried to do what was best for the child. The event and the stepfather disgusted me.
fear,That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and didn't get to Mum and Dad until I was 6 and then legally adopted at 14.
guilt,I lied to my mother in the sixth form she said she would ring to find out and I had to tell her I had lied.
joy,My cousin asked me to be a bridesmaid for her. This made really happy because I was adopted into the family and her asking me made me realise that she saw me as a cousin and not just another person. There were other cousins she could have asked but she asked me.
sadness,My father died. I was away at the time and did not know until two days after.
shame,"When my natural parents name would show up on papers and not my, what I call real name."
anger,"When a man, a stranger to me, personally insulted a close woman friend of mine in public."
disgust,When a man spoke very sexistly in the company of some friends of mine.
fear,When approached by a gang of youths in town at night.
guilt,When I masturbated in my room.
joy,Joy at meeting a woman I love very much.
sadness,After my father died suddenly of a heart attack.
shame,When I went to explain to a lecturer whom I liked that the work expected of me was not going to be in.
anger,"My anger is with men, their inability to be human (not all men)."
disgust,With the N.Z. Rugby Union wanting to send the All Blacks to South Africa.
fear,"My daughter was 2 yrs she went up to a colt tried to hit it. It turned on her and kicked her over the heart, sent her flying through the air. I left my mother and sister to deal to her as they are nurses. I felt I didn't want to know if she was going to die, it was just too much."
guilt,"When I betrayed my lover, she told me something in confidence, I felt at the time I had to relay the information back to the person concerned, as I felt the situation volitile, did this without telling my lover, she felt like piggy in the middle, as she was not directly concerned. Maybe you could call it gossip I felt different after I had slept on it. If I had waited, thought, NOW I would not have done it."
joy,"When my lover and I felt like we had gone full circle. And our relationship was new, fresh, vital etc. once again."
sadness,"The saddest I've ever been was when my lover was killed, hitch-hiking to work."
shame,"That my brother and father are into alcohol, two men with priviledge. Not using it positively."
anger,Someone in my family (my brother I suspected) ate a bun which I had made for myself. It was during a long telephone call after I had just made it and put it in the oven warming drawer.
disgust,Having moved into a flat within the last week I felt some disgust that a bathroom tap had been left to drip with a faulty fawcet.
fear,"I walked up the main street of Auckland at 10 o'clock at night. I expected it to be very active with people, gangs, fast cars etc, thought it was actually quite quiet, though also oppressive. I walked about half a mile and bought a drink along the way."
guilt,"I felt that I contributed to a possible rift in the relationship between a boy and girl soon to be married, in my flat after I moved in. After stating my celibacy to him which she overheard and didn't previously know about I suspect."
joy,"A good friend, the wife of the vicar of my church came up to me from the pews (I am in the choir) and shook my hand during the time for an informal ""greeting"" in the church service. She said a few words."
sadness,"Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it wasn't her in fact that someone miming her, which it was when I finally looked. I was talking to a friend at the time."
shame,"I criticised an action of my mother and for the first time she genuinely took notice of it. I felt shame that I was almost taking the part of a husband, or at least an equal which I should not."
anger,"I live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me. I was really angry, told him to get out. He was surprised, hesitated; I started to move towards him and he backed off - kept telling him - loudly, but firmly to go. Because I'd got the initiative, I succeeded. A very powerful message."
disgust,"Sort of awkward. I'd introduced (a lover) but introduced as a friend to some members of my family, and my niece Yavanna who's six was home from school and at Mum's and Dad's and was really silly and at first it was ok, but it went on and on - yukky pooh! You eat your snot, etc. and I felt cross she wouldn't stop. But she had an audience and was in one of those moods. Once I'd accepted it was something everyone does at time I felt better - it was partly having my friend there."
fear,"Being sexually assaulted (not rape, but passionate kissing) by a friend's father - he stopped when he was driving me home. I hadn't wanted the lift, had refused 3 times, and then felt it'd be rude to refuse again. Was really afraid of what he might do."
guilt,I used to pinch change from my father's mantlepiece (never my mother - she didn't get enough housekeeping) and then I'd feel when we went to church as a family I'd felt awkward cos I felt I'm expected to go to communion and I would but I was afraid and guilty 'cos I committed a mortal sin.
joy,"My friend replying to my letter and again saying he was attracted to me and suggesting we write, talk and get together and see how things went and his suggestion that I could ring and doing that it was really good - though really insane conversation."
sadness,"When my grandmother died - I wasn't sad so much that she'd died because she was old, but because she lived in the last few years in an old people's home and had nothing very much that was hers - no chair, or private space, and when I went to visit she would be sitting in the ""lliving"" room the TV room. It was hopeless. And I felt awkward so I didn't go and I was sad 'cos how I couldn't."
shame,"In my 20s - and was going out to dinner to celebrate a friend's birthday. Her (older - in 30s) cousin, really wanted me to get drunk cos I'd visited their (cousin & wife) place quite a bit, but had always been very careful - brought up to believe in moderation in drink (but not guilt repression etc). I mixed drinking with smoking (which I rarely did) and got drunk and had to leave the table to get sick in the loo, and later went home and was sick again; have never felt so awful in my life. And I didn't want to face or tell my other flatmates, or family."
anger,"Teenage neighbours smashed my letterbox for the fifth time in a couple of months. It was a deliberate action of kids who had stayed in my home, had meals there yet took a dislike to my daughter."
disgust,Bus driver driving roughly - old man fell off seat into aisle - driver wouldn't stop - disgusted with her behaviour.
fear,Can think of no time that I have felt fear.
guilt,Reported neighbour to police for taking to my daughter with baseball ball - her counsellor rang me and after long talk convinced me the woman was o.k. I felt guilty for ringing the police then guilty for feeling guilty about it.
joy,Spontaneous picnic with sister and friend and children - great.
sadness,Guy I cared for went back to Canada to live.
shame,"A daughter in court for staff pilfering, she was dressed like a ""street walker"" - I had a friend form overseas with me and was falsely trying to impress with my family."
anger,"I've a situation of responsibility an employee who had a habit of being late, came late again after promising to say he would be at work in a few minutes, then arrived 3 hours later. He had been drinking."
disgust,Disgust at myself when I stroked a sleeping girl's private parts.
fear,"I was in the Korean War. We were attacked with mortars, me and companion. We stopped the jeep and ran for cover. Fortunately neither of us was hit but we both came close to being killed."
guilt,I removed an article of clothing belonging to my employer while in a position of trust.
joy,Meeting with two of my friends I had not seen for 15 years. They were special people to me.
sadness,My brother in law was dying of cancer. To see him wasting away was very sad.
shame,My son was apprehended for shoplifting at the age of 14. Because I too had been apprehended at the same age I felt the shame of not having been able to prevent my son from acting in the same way.
anger,"A friend got angry and drove ""like a lunatic"" with me and others in his car. I was angry about his dangerous driving."
disgust,"4-letter words on a TV programme (Roche) while we were entertaining ""conservative"" relations who wanted to see the first episode."
fear,"While tramping on a narrow path two of us were confronted by a woman with two snarling dogs, demanding we get off the property - via a flooded river !"
guilt,I had to leave an important function early because of family commitments. Someone else had to complete my job.
joy,When we took out an 84 year old woman for the evening and had hamburgers. She described the evening out as her happiest night out in 20 years.
sadness,A boy I look after for the probation service deliberately offended to provoke a reaction from the police.
shame,A young visitor to the house stole money from an elderly visitor's purse. It wasn't noticed for some hours.
anger,"In the house where I live there is a new flatmate. His friends unfortunately are the dirt of society, intelligent, fashonable, rich and bored. At a party recently they were doing things I didn't like done in my house. I felt angry at them."
disgust,My girlfriend came home after a business dinner at the most expensive place in town drunk as a skunk. Whats more she drove home and couldn't remember doing so. I was disgusted by her state and her actions.
fear,"I was attacked, standing in a doorway, by a pack of 5 dogs, alsatians and farm dogs with my escape route blocked by a shut fence."
guilt,"When I was young I stole something from a shop and got caught, then I was taken to the police station and my parents had to come and get me."
joy,I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive.
sadness,I was driving near my girlfriend's house and I decided to keep going because it was late and I would be back in the next few days anyway. The next day she was killed in a road accident.
shame,A good friend of mine told me in comfidence that once he had tried to commit suicide. To meet him you wouldn't think so. I told another friend of mine about this when she was feeling depressed about her twin brother's suicide. I broke a bond of confidentiality.
anger,"When during a social evening with my father, brother, sister, close friend and my father's 2nd wife - I had an argument with my father, who abused my friend who was sticking up for me."
disgust,When a close friend wilfully cheated me.
fear,When confronted and in my opinion hassled by the police.
guilt,While intoxicated I damaged my sister's car in a minor way and someone elses in a minor way.
joy,"When I found out that a set task (i.e. 2 essays and a test), the thought of which had oppressed me, were not on the date I had thought."
sadness,When the girl whom I have lusted after expressed reciprocal feelings and then days later changed her mind.
shame,While intoxicated I invaded someone's (a girl's) personal space to a large extent.
anger,That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law.
disgust,Finding that a girlfriend of mine was a prostitute and had been seeing many others during our relationship.
fear,Fear of punishment for having broken an item of value to my parents.
guilt,"Had started a relationship and did nothing to keep it up, partly the use of another person."
joy,Girlfriend arriving back from overseas and picking her up from airport. When she finally appeared from customs and we came in contact again.
sadness,The death of an animal we had reared.
shame,Not having owned up to the responsibility an incident where family car received minor damage.
anger,"When bicycling along, a courier van started to tail me very close - I sped up and moved over and he just did the same. I reacted violently, much physical responding in the dangerous situation."
disgust,When someone I had had a relationship (purely sexual) with came up to me after I had used her and acted as if nothing had changed.
fear,"Riding through a bush fire on an island of Australia - on a pushbike as a little boy - all alone, lost and surrounded by smouldering wood and flame."
guilt,Making a sexual pass at my cousin with whom I have a very close personal relationship.
joy,The feeling of joy when again I had confessed my sin and experienced God's forgiving grace and cleansing power - total enlightenment and freedome - bliss.
sadness,My cat was sick and I had to take him to the vet to be put down - no one else there to do it.
shame,When a close friend entrusted me with a secret and I let the cat out of the bag.
anger,Deliberately provoked by someone close. Angered by the deliberation not the provocation.
disgust,A close friend took part in a racist violent action.
fear,Waiting for a taxi - when within 1/2 an hour two separate people challenged me to fight for no apparent reason except they were drunk.
guilt,Slept with someone close to my girlfriend and myself.
joy,First time I slept with my present girlfriend. Had been best friends for a year but had been hesitant about getting involved emotionally.
sadness,My girlfriend let me down badly 3 times in one week. These instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail.
shame,Cannot recall the emotion with any force.
anger,When a close friend failed to live up to the expectations I had of him - thereby causing pain to his spouse. I believe that my anger was probably a reaction of fear that I wouldn't be able to live up to my own expectations.
disgust,I get disgusted with the inherent racist attitudes of my brother-in-law in putting down various ethnic groups and also my unwillingness to challenge him about these attitudes in order to keep the peace.
fear,"When I decided to leave my steady, secure employment to come to university. Because I didn't know if I could cope with all the requirements of study and also being older I didn't know if I would enjoy mixing with younger people, also financial insecurity."
guilt,When I deliberately engineered a situation to cause tension between friends so as to bolster the impression one of them had of me !
joy,"Hearing that I had been successful in getting a position whereby my financial, physical, spiritual and emotional needs will be well catered for. This position fulfils a lot of my aims for the last five years of my life."
sadness,"Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind."
shame,My failure to provide the appropriate emotional/spiritual level to a sexual relationship that had a large physical content. Born out of inconsistency with my personal beliefs and value shame at largely using this sexual partner.
anger,Landlord putting up rents sneakly and slimily.
disgust,Hearing Norman Jones get hysterical in Parliament about law reform (on the radio - listening with 2 others).
fear,Being harrassed for being gay; suggestions of being physically beaten - acting as informal bouncer in a gay bar.
guilt,"Adolescent guilt growing up feeling ""bad, immoral"" sexual desires, some 10yrs ago."
joy,Hearing Fran Wilde introduce the Bill.
sadness,Listening and watching a tape of someone with AIDS being prejudiced against at a counselling course on AIDS with 20 others.
shame,Watching Muldoon act as my P.M.
anger,I was playing in a football tournament and saw the rules openly disregarded.
disgust,Reading literature on AIDS/homosexuality.
fear,Assaulted by drunken neighbour.
guilt,I was late meeting someone for an appointment.
joy,Won a prize for effort.
sadness,Death of brother.
shame,I am ashamed at myself sometimes when I am working with handicapped people and don't wish to be seen in public with them.
anger,"My sister and I were fighting as usual. She's older tham I am, bigger built and stronger I couldn't win in a physical battle and in a verbal battle I couldn't seem to get through to her to really hurt her."
disgust,My older sister used to pick on my brothers and sisters all of whom were younger than her. On one occasion my brother did something my sister didn't like. A full-scale battle began.
fear,I was watching a movie alone - it was a horror movie. The music was a deep pulsing type - not really music. And a light flashed on and off. It was in the complete darkness of a movie theatre that was almost empty.
guilt,I was using my sister's stereo while everyone was out. I know she wouldn't want me to and I would get into trouble if she found out. But she was only partly justified in forbidding me to use it. She never found out.
joy,"I was feeling really low - had been a series of fights with my siblings, been under pressure at school and wasn't going to the party I wanted to go - instead I was going out with my family. A guy called and said, in effect, that I was ""nice"" and he liked me. Hence the emotional joy."
sadness,"My paternal grandmother had died. We weren't close but she was blood. I didn't cry but I was sad, partly due to her death and partly I think, due to the fact that I couldn't/didn't cry."
shame,"My first real experience with a boy. We were alone. I was quite young and pretty naive and he was pretty crude and real, sort of, macho. It was dark, at night during the summer and we were talking."
anger,At school teacher for not allowing us to go out on New Year's Eve when on a class trip overseas.
disgust,Our boarder burping after meals !
fear,"Being alone in Europe and having to catch a train and bus to the airport, then board the plane alone."
guilt,Guilty when I hadn't walked my dog for quite a few days and had given her no attention.
joy,Winning a rowing race at a Karapiro regatta. With 7 other friends.
sadness,I was in a car accident on the way back from a weekend rowing regatta we'd won. 5 others were in the car. I thought I'd never be able to row again.
shame,Felt ashamed when in a group conversation and could not understand words or comprehend the topic of discussion.
anger,Once a person in authority (school teacher) was telling blatant lies about me and the headmistress would not let me defend myself. She was also telling lies about other members of my family.
disgust,When somebody who had been a bully and had acted cruelly to others who were unable to defend themselves was taken down a few notches and he began to grovel. I was disgusted with his grovelling and the manner in which he had treated others.
fear,When I was jumped by three men in a deserted area.
guilt,When something went wrong for me I lashed out at someone else whom I loved and who was not in any way responsible for what had happened (my sister).
joy,When I won a position on the track-team for the trans-tasman games when I was eleven.
sadness,When my mother died.
shame,When I was twelve I was babysitting some children but I did not act very responsibly and one of them was injured.
anger,I visited a special education school. The headmaster applied a policy of strict positive - negative reinforcement to the children involved. Children who measured up to his standards were made a fuss of - children who didn't were ignored.
disgust,"Next door nieghbour ran over his cat in driveway, he tried to finish it off with a flat shovel. I would have taken cat to veterinary to either kill humanely or cure."
fear,Haven't been frightened for ages.
guilt,"I borrowed a friend's books and forgot I had them, she asked for them back and I told her I didn't have them. I duly found and returned them."
joy,Easter holiday - I had been working weekends and had just left.
sadness,I felt sad with the two situations I described before. The cat and the school. Sadness was intermingled with the other feelings.
shame,Haven't felt shame for ages.
anger,At work being shifted to another area.
disgust,Noticing my flat had maggotts !
fear,Obscene phone call where the person knew my name.
guilt,Forgot to turn up on prescribed day for jury service.
joy,"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto."
sadness,"Enrolling at varsity, being told I couldn't get in to certain papers."
shame,"A serious drug error while nursing that I knew I was responsible for (patient lived, no complications fortunately)."
anger,Someone who was speeding was forced to slow down when I pulled out onto the road and proceeded to abuse me at the next set of traffic lights.
disgust,"When someone whom I considered my friend, without telling me he was annoyed, proceeded to ignore me for several meets with no apparent reason."
fear,When I was attacked by a teenage boy and had my wallet stolen.
guilt,When I made a mistake at work and when questioned about it pretended I had nothing to do with the problem.
joy,When I was finally able to return to a job that I enjoyed doing after several months absence (I was not needed during this time).
sadness,When someone I was close to became a paranoid schizophrenic and I was unable to see this person because of the situation.
shame,When some unforgiving acquaintance dragged up an old and rather embarassing situation from my past.
anger,Arriving home from work after a long and tiring day to find no dinner prepared as I had expected.
disgust,With a Manager who insists on making crude innuendos pertaining to sex.
fear,As a result of breaking the indicator light as mentioned for guilt.
guilt,Breaking the left hand indicator box by moving too close to structure.
joy,At my wedding - standing with the man I love and acknowledging that fact to members of family and friends.
sadness,At the death of my husband's father's mother which occurred during university examinations and therefore I was unable to attend her funeral.
shame,Cannot remember such a situation.
anger,Friend (male) hinted that my talking to other men at a pub was immoral. He implied that I should remain only with my boyfriend the entire evening.
disgust,"Prolonged ""niggling"" of friend on a single theme which I considered of no consequence."
fear,Being driven by friend who suddenly swerved and skidded a little. It was night and on a long trip. We ended up on side of road.
guilt,"Boyfriend doing cleaning in situation where it was my job to do it. Later snapped at him over trivial thing. He looked downcast. I felt guilty - ""he's just done all that work for me""."
joy,Waking in morning (early morning) and having whole day to myself.
sadness,On rising. No apparent reason.
shame,Felt I had not appreciated my parents enough. Regretted the problems I'd caused.
anger,When the bus driver failed to stop and pick me up at a bus stop.
disgust,Watching an alcoholic woman who was approaching everyone at the wharf for cigarettes - a prostitute in Auckland (elderly).
fear,In a flat in Sydney - rough area at home on my own - the flat had been burgled the night before and no way of locking the door.
guilt,Two timing - going out with 2 guys at once (secretly).
joy,When my first niece was born.
sadness,When my uncle died of leukemia at age 35.
shame,Stealing money from my parents when I was young.
anger,My boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead.
disgust,"I was driving along and saw this young guy urinating into the gutter, in broad daylight."
fear,Watched a horror movie which involved sexual attacks on women.
guilt,I spent all weekend with a friend instead of studying for my exams.
joy,"When I went to the pub with a large group of friends, we drank and danced."
sadness,My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times.
shame,I kicked the dog outside on a cold night because he was annoying me. The next day he came down with the flu and we thought he was going to die.
anger,In a hurry to get to lectures and the car would not start.
disgust,Obscene phone calls.
fear,Being alone at night.
guilt,Telling white lies.
joy,Birth of children.
sadness,When grandfather died.
shame,"Being with a close friend, in the city, who was involved at the present point in time in outrageous activity."
anger,When fired unjustly from a job as casual bar-person. Charged with giving away free drinks. Not done so and had witnesses to prove it - both patrons and bar staff. Other staff were supportive.
disgust,When employer made a pass at me whilst I was at work.
fear,Stopped at lights in Mangere late one Friday night on way home from work. Alone in car when someone came up behind the car and started banging and shaking it. Light was red and had nowhere to go until light changed. When green I took off.
guilt,When caught shop-lifting as for shame.
joy,Thought had discovered true love.
sadness,Close friend leave to go overseas for an indefinite period. Farewell scene at airport.
shame,When caught shoplifting and the police were called in parents also informed.
anger,Towards wife's laziness in not performing her usual duties because of television watching.
disgust,Observation of people lost in the profit motive - i.e. business managers to their actions esp.
fear,To talk in a meeting - expound my thoughts on a subject. Fear delayed me acting to do this.
guilt,Telling a lie to wife over phone about what I had been working at.
joy,Receiving understanding from within self of a subject I had previously wished to understand better.
sadness,Watching suffering in Third World country.
shame,On own reading book. Recall came to mind of slight sexual exploitation of a female (years ago) i.e. had her on even for sexual motives.
anger,NO RESPONSE.
disgust,Having unwanted attention paid to me in my place of work - harrassment (and sexual harrassment) by another worker - disgusted by his implications.
fear,Confronted outside a party by some very nasty character - gesturing to a car full of mean-acting friends - felt in danger.
guilt,Two-timing - going out with person other than guy I was in relationship with.
joy,Meeting best friend at the airport (boyfriend) who I had missed terribly.
sadness,My cat died painfully and slowly.
shame,Close friend discovered I had deceived them. Felt shame at having done it and knowing that they knew.
anger,My parents didn't allow me to go to a social function that all my friends were attending.
disgust,At a party my best girlfriend got really drunk and went off with a guy she knows I really like.
fear,I was skiing alone and the mountain became covered with mist and I thought I was lost and was going to panic.
guilt,Someone asked me to do something and I made up an excuse and said no. I then went and didn't the same thing with someone else and hoped the first person never found out.
joy,I was very pleased and happy when my older sister came home from living somewhere out of town and I hadn't seen her for months. We are very close sisters.
sadness,"While still at school a friend died of cancer, after being ill for a long time, she was 17 yrs old."
shame,I was severely reprimanded for a trivial offence in front of members of my peer group while still at school.
anger,In arguments with a close friend or relative where my point of view is completely disregarded.
disgust,I once saw a programme on TV describing how certain wild life films were made and was disgusted by the treatment of certain animals in this particular programme of the polar bear.
fear,"When I had to give a speech about some historical event, to an audiece of about 200 people my own age whom I did not know."
guilt,The first time I went away with my boyfriend and lied about where we were staying.
joy,When my brother who has been out of New Zealand for 10 years came to visit with his wife which none of our family had previously met.
sadness,"When my grandfather whom I had met only once for 3 weeks, died after several months. I was really sad because he was a lovely person and I did not have the means for his company."
shame,The 2nd time someone I had met cared for came over to my house I was absolutely inebriated and was sick into a bucket.
anger,"When at very short notice I agreed to work in place of a friend who was sick, and owner of the restaurant refused to allow me a drink later in the evening (which is usually always available for workers), did not thank me, and was generally indifferent towards me - I felt I did not deserve this."
disgust,When reading a newspaper story of a man who had committed incestuous acts on his two-year old child - the thought that anyone could do such a thing is abhorrent to me.
fear,"When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely."
guilt,"When my sister had the opportunity to do some modelling work. And I was quite jealous - later on the photographer decided not to take her photograph, and she was very upset - I felt guilty as a result, almost as if I had caused her to lose her opportunity, by not being genuinely happy for her in the first place."
joy,"When my former boyfriend and I reconciled and he decided that I was very important to him. I had always wanted us to get back together again, but had doubted the likelihood of this, so I was very happy when my small amount of faith was vindicated."
sadness,"When I learned that my former boyfriend had become engaged - although I was glad that he had found what he wanted, I was very sad at my own personal loss, since I had always hoped we might one day reconcile."
shame,"When dropping a carton of boiling soup onto a co-worker's leg - causing great pain, and for me, severe embarassment at my own ineptitude, and shame that another person suffered as a result."
